pdf_page,chars,preview
86,907,"為 ,所 獲 者係 無期徒 刑 「已執行論 」之 法效 。而基於 「已執 行論 」屬 「已執行 」之擬 制 ,亦 知 現行 刑 事執行 政 策 ,係 具 有刑 之執行 係 以機構 內執行 為原 則之 意 旨 。 至於 刑 法 第 79條 之 1第 5項 關於 殘刑 之規 定 ,雖"
87,726,"所 關注之處 。或謂刑 法 第 79條 第 1項 所規定 已執行論之 受 別 人 ,於 該條項規 定之期 間 ,因 均假釋在 外 ,而與應執行 殘 刑之 受刑 人 ,係 在機構 內執行 ,不具可 比較性 。但 本席認基 於 前所 述假 釋之 目的及撤銷假釋 之 意 旨 ,就 前述"
88,832,"三違 憲並 定期失效下 ,為避免 因逾期未能完成修 法 而形成法 律 空窗所為之過渡措施諭知 。而依 主文二之文義 ,並 參諸 主 文 三 至 五 之 諭 知 ,以 及 佐 以本 意 見 書如 上 述 (1)之 就 主 文 三 至 五 之 解 讀 ,應 認 主 文 二 所 諭 知"
89,847,"書 ,依刑事訴訟法第 484條 規定所為之聲明異議 案 ,而 此等 聲明異議 ,因 無異議期間之限制 ,亦 無一事不再理原則之適 用 (最 高法院 l0年 台抗大第 1314號 裁定參照 ),是 適用系 爭規定一或三之執行指揮 書 ,本 即可透過受刑人之聲明異 議 ,以 及法院之"
90,512,"但所採 同於屬 法律 明文之本件原 因案件m之諭知 內容 ,因 難 免前所 列 1及 2之 兩項疑慮 ,而 徒 生爭議 。 肆 、結帶 綜觀 系爭規 定一及 三 ,以 及相 關涉之刑 法 第 77條 至 第 79條 之 1規 定之歷 次修 正 內容 ,可 見立法者 對於 無期徒 "
91,695,"憲 法庭 113年 憲判 字 第 2號 判 決 告 r分 不 同 意 見 書 蔡 宗珍大法官提 出 張瓊文大法官加入 楊 惠欽大法官加入 朱 富美大法官加入 本判決主文第一項 宣告刑法第 79條 之 1第 5項 關於無期 徒刑執行殘餘刑期滿 20年 /25年 部分違 憲 ,至 遲"
92,935,"與徒刑之執行制度 (含 行刑累進處遇與縮刑制度等 )等 問題 。 從 而 ,本 判決主文第一項就 煞爭規定宣告違 憲與定期失 效之範 圍 ,亦 僅 限於 系爭規定未區分相 關要素 (才 月ㄊ丈銷假釋之 原 因、假釋期 間再犯之罪之情節及該犯 罪應執行之刑之輕 重、 假釋期 間更生"
93,841,"假 釋 ,應 區分再犯 罪之情 節輕 重 、無期徒 刑 已受執行 之期 間 、 曾有悛悔實據 之 事實 、假 釋期 間之 努 力及 再犯 可能性 等而計 算殘餘刑期 ;4.一 律 執行 20年 /25年 固定期 間之 殘餘刑期 , 「無 異剝奪 受刑 人再 次獲得評估 之機 會 "
94,922,"後 ,無 論 有期徒刑 或無期徒刑 ,均 應 先執行殘餘刑期 完畢 ,再 接續執行他刑 ,且 殘餘刑期與他刑 不得合併計 算假釋 門檻 年 限 。核 其性 質 ,應 屬撤銷假釋後 關於刑之執行之特別規定 。而 其既屬刑之執行之規定 ,自 以論 罪處刑之刑 事確 定裁判 (包 括 "
95,857,"得假釋之實益 ,蓋 系爭規定所對應之無期徒刑假釋 門檻年限 分別為 /25年 ,形 , 15年 式上略短於擬制殘餘刑期或與之等長 然實際上受別人往未必於達到門檻 年限時即獲 准假釋 ,極 可能超過擬制殘餘刑期之 20年/25年 限始獲 准假釋 。且無期 徒刑殘餘刑期服刑 完畢 ,"
96,958,"83年 , 比類設計 。如不採 系爭規定之設計 ,如 版規定之情形 則無期徒 刑 受別人假釋期 間再犯 罪而遭撤銷假釋者 ,仍受無 期徒刑之執行 ,配 套機制則為該 等受別 人仍 有依 無期徒刑假 釋規定之 要件 ,再 次獲 准假釋之機 會 。比種作 法 常見於 無期 ,日 徒刑"
97,837,"須待立法者為立法政 策之決定 。 三 、本判決 宣告 系爭規定違 憲 ,欠 缺 堅實理據 (一 ) 系爭規定構成對人身自由之限制 ? 如前所述 ,本 判決宣告 系爭規 定違 憲之 主要理 由 ,便 是 系爭規定構成對人身 自由之限制 ,應 受比例原則之審 查 ,而 審 查結果認 "
98,869,"受人 身 自由限制期 程 之 減縮 ,而 非對 其 人 身 自由額 外獨 立施 以平艮制 。 本 判 決認 系爭 規 定構 成 對 受別 人 身 自由之 限 制 之 理 由 ,係 援 引 司法 院釋 字 第 681號 及釋 字 第 796號 解釋 之理 由 逕行 導 出 「才月ㄊ"
99,943,"無期徒刑執行者 ,經 撤銷假釋後 ,其 殘餘刑期之計算與執行 仍應符合 比例原則 ,不得使人身 自由遭受過度剝奪 ,否 則即 不符 憲法 第 8條 保 障人 民身體 自由之 意 旨ㄡ見理 由第 33段 ), 言下之 意 ,應 是 以 「殘餘刑期之計 算與執行 」作 為 比例原 則"
100,889,"說 明 系爭規 定作 為執行 性 規 定 ,如 何 承擔 上 開 目的與任務 。 事實上 ,如 從 系爭規 定是 配合 無期徒 刑假 釋 門檻 年 限之提 高 所 增 訂 之 規 定 來看 ,不 難 得 出系爭規 定就 無期徒 刑 採 擬 制 殘 餘 刑 期制 之 具體 目的 :"
101,857,"的之必要性原 則 ,自 應根據撤 銷假 釋 當時之 一切情狀 評估 受刑 人 更生改善可能性 ,進 而據 以於假釋獲 釋 時所 餘 宣告刑 之 範 圍內預測達 成特別預 防 目的所 需之 時 間 , 以算得 其殘餘刑期 」(見理 由第 42段 假釋 經寸月ㄊ史銷應 執行 之 殘餘"
102,905,"則以他 罪 (即 後 罪 )之 犯 罪與處罰 ,作 為調整原 罪 (即 前罪 )無 期徒刑之執行程度依據之一 ,是 否使得針對前 罪所處無期徒刑之執行 ,納 入與前罪無關之 因素 ,有 無 違反罪責原則下 ,犯 罪之處罰應 以罪責為基礎之要求 ? 4.即 便 由法 院擔 負比 等"
103,868,"性 與妥 當性 值得 商榷 本 判 決 主文二特別就相 關機 關逾期未 完成修 法之 情形 , 諭 知 「相 關機 關就 無期徒 刑才月ㄊ交銷 假 釋執行 殘餘 刑 期之個 案 , 應依 本 判 決之 意 旨 ,另 為符合 比例 原 則之 適 當處 置 ,非 必須 執行 固定殘餘"
104,1015,"因此 ,系 爭規 定失效後 ,相 關無期徒 刑 之執行 並 非 無 以為繼 亦不 至 導致相 關制 度運作 失 靈之 狀 況 ,尚 可於 現制 下勉 力運 作 ,靜 待 立 法者在 完整 配套下 完成修 法 ,實 無須 由本 判 決 以 立 法者 之 姿代 為綢繆 。尤應 強調 "
105,793,"時啟 動 ,則 修 法 完成前之過 渡措施 ,很 可 能與 未 來修 法 內容 抒 格 不入 ,已 於 過渡 時期 有所處 置之個 案 ,修 法後 是 否須再 度調 整 ,均 可能產 生爭議 。由此觀 之 ,本 判 決 主文二之諭知實 可 能造成 治絲益棼之後 果 。況判決理 由"
106,0,""
107,640,"怎法定 113年 怎 >． ｜字第 2號 判決部分不同意見書 朱 富美大 法 官提 出 張瓊文大法官加入 楊 惠欽 大法 官加入 蔡 宗珍大 法官加入 本件判決主文一宣告 中華民國 86年 11月 26日 修正 公 布 ,及 94年 2月 2日修正 公布並 自 95年 7月 1日"
108,1151,"在 憲法庭 公告於 113年 4月 23日 進行 法定刑 死刑 是 否這 憲辯論 ,及 社 會上 高度討論制 定不得 假 釋之 無期徒 刑 規 定議題 之 際 ,對 於 最 重 自由刑之 無期徒刑 受別 人撤銷假 釋執 行 殘餘 刑 期 案 ,宣 告 系爭規 定 「一律執行 」固"
109,807,"權 ;及無期徒刑特別預防 ,兼顧鼓勵 受別人改過 自新 、回歸 社 會等之衡 量問題 ,對社 會安全體 系之規劃與 完整 ,衝 擊鉅 大 。 本席認 為 由於 目前無期徒刑假釋條件 為執行 逾 25年 始 得獲假釋 ,經 撤銷假釋執行 殘餘刑期者 ,無 期徒 刑須再執行 ,始 滿"
110,810,"終 身監 禁 ,並 無執行期 間 ,本 無執行 期 滿 或殘餘 刑 期可言 。 經撤銷假 釋後 ,因 系爭規 定並 非定刑罰規 定 ,所 定執行 殘餘 刑 期 既未加 重法定刑 「無期徒刑 」之刑 罰 ,亦 未加 重本 案之 確 定終局 裁判 宣告之刑 罰 ,並 未侵 害受刑 人"
111,801,"八 、無期徒刑其有期徒研 l︳ 之殘徐刑期本 質不 同 一 、無期徒 刑 寓有監 禁重罪受別 人終身行 功 自由之本 質 ,雖 得假群 ,假 群經撒銷執行殘餘毋︳︳期本無執行期滿可言 法律雖定有提制殘餘刑期 ,與有期徒刑未全部執行 完畢之刑 期 ,本 質不 同 無期徒刑 為現行 "
112,801,"定於假釋後 一定期 間內未經撤銷假釋者 ,以已執行論 ,致 事 實上並未至終身監 禁之結果 ,然比乃屬假釋之效 力 。 二 、經抹銷假群者 ,並 ,應 回復執行 無期徒毋︳︳ 無過度剝 令人身 自由問題 ,未經撤銷假釋者 無期徒 刑假釋後 滿 20年 ,其 未執行 之 7;經 刑"
113,738,"外 ,可 正 常生活 、工作 ,第 三人實難探 知其情形 ,惟 一客觀 確 定之事實 乃受別 人發 生守飲銷假釋之事 由 ,是 否確 實有 充分 暨適 當之 事 由或標 準可供 再 次鑑 別 其 回歸社 會之 適 當性 及 再犯 可能性 ,足 以區別優劣 ,應 如何踐行調 查 ,"
114,641,"有期徒刑執行 完畢 ,為何及如何有 比例原則適用 ,未 見本判 決說 明 ,徒 生疑 義 。 參 、依本判決意 旨立法可能之缺 失 一 、主文一與理 由所 列區分殘徐刑期 因素未盡相 符 本判 決主文 一所 列之 區分 因素為 l、 撤銷 假釋 之原 因係 另犯 罪或違反保 安處"
115,1192,"m,受 因假釋 出獄者 ,在 假釋 中依 法應付保護 管束 保護 管 束人在保護 管束期 間內應遵 守保安處 分執行 法 第 74條 之 2 規 定事項 ,違 反該 規定各款情形之 一 ,情 節重大者 ,檢 察 官 得 聲請撤銷保護 管束 ,典 獄 長得 報請法務部撤銷假 釋Ⅱ。"
116,778,"違 反保 安處 分執行 法與 故 意再犯 罪雖 同屬守飲銷假 釋 之 事 由 ,．l住 性 質不 同 。假釋期 間遵 守保護 管束事項為受別人 出 ,違 獄 時被 告知事項㏑ 反應遵 守之事項情節重大者 ,足 見保護 管東處分 已不能收效 ,得 撤銷保護 管東 ,典 獄 長得 聲"
117,1014,"罪之情 節 ,相當於 「所 定應執行刑 」 已納入該 罪之情 節 ,無 重複衡 量必要 。 此外 ,本判 決主文非以撤銷假釋之 「原 因犯 罪 」之輕 重 , 而係 以 「定應執行 之刑 」之輕 重 ,為 區分殘餘刑期之標 準 , 受刑 人如假釋 中犯 數 罪 ,因 撤銷假釋原 "
118,820,"意始得 予以保護 。臺灣更生保護 會為財 團法人 ,辦 理 更生保 護事業 ,受 法務部之指揮 、監督 ,其 執行有 關更生保護 事項 之 更生輔 導 員 ,係 遴聘 (更 生保護法第 6條 及 第 7條 第 1項 參照 )。 更生保護 會實施 更生保護 或辦理 更生保護事 業所"
119,893,"多法令 ;因 刑罰執行極具專業性 ,涉 及眾多單位 ,復 對社 會 安全體 系影響重大 ,法 務部依法得將假釋之審查 、維持 、停 止 、廢止 、守飲銷 等事宜 ,委 任所屬矯正署辦理加。 法治最 重要 的根本價值 ,即 法 的安 定性 。法律 之解釋 亦 應 注 意其適 用結果"
120,864,"20年 、 25年 (判 決理 由第 49段 至 第 51段 參照 )等 類 。舉 年 、 例 而言 ,如 二年後 ,立 法機 關未及修 法 ,無 期徒 刑 受別 人 甲 依 現行 法 ,於 守飲銷假 釋後 ,原應再入 監執行 20年 或 25年 6月 , 因其在假 釋 期 間所"
121,585,",事 年 ,撤 銷假釋後再入監執行 20年 或 25年 由不一 ,依 現 行規 定 ,出 獄 時恐年邁體表 、垂老矣 ,允 宜於 兼顧 國家刑 罰權 實現下 ,就 擬 制之殘餘刑期 ,為 ． l血 刑之特別考 量或設計 憲法庭 本可於合 憲判 決 中 自人權保 障 高度 ,建 議"
122,0,""
