pdf_page,chars,preview
54,688,"( 一）首當其衝者， 當以財產權為對象 本號解釋是關於所得稅法中， 對於扶養親屬的減除 額範圍問題。 很明顯這是涉及到納稅義務人是否不當的 喪失減除額的優惠， 當然直接決定其應納稅額之高低一 即使人民負擔起公法上的金錢給付義務， 當然涉及到人 民財產權是否非法侵犯之問題（ 本院釋"
55,615,"必須要符合上述兩個原則， 以及上開兩原則所包含的其 他更細節與具體的要求（ 例如前者租稅法律主義所要求 的 「 明確性原則」之實踐（ 註十-） ； 後者則以平等權來予 以檢驗） 。此亦為本院釋字第五九七號解釋理由書所謂 之 ： 「 所謂依法律納稅…… ， 各該法律之 内 容， 且"
56,636,"權 利 ， 從而有享受稅捐上之扶養減除額之好處？ 第二， 弱勢家屬是否擁有接受任何一個扶養義務 人之扶養之平等權利？亦即弱勢家屬是否擁有挑選扶 養義務人之權， 從而享受平等權的保障？ 按扶養制度乃民法第一千一百十四條以下所規 定 。 對於扶養義務人的範圍（ 同法第一千一百十四條）"
57,609,"相同的減免額。 平等權無法援用於賦予扶養人此種當 然稅捐優惠權。 至於弱勢家屬有無平等要求獲得扶養人的扶養， 且立法者應以租稅優惠予以保障？顯然此立論也不能 成立。 弱勢家屬之受扶養權利， 已見諸於民法之規定， 如果在諸多順序扶養義務人中， 排序較後的扶養義務 人 ， 並無依扶養"
58,630,"待遇置於「 利益衡量」 ， 亦即不當以一般人民的立場考 量 ， 而係以「 家」的制度， 以扶養人作為「 家長」的 身 分 ， 不一定要嚴格遵守民法的扶養順序， 立法者為 了闡揚國人孝親與照顧族人的優良民風， 所創設出的 扶養家屬租稅優惠政策， 此優惠政策一方面要符合租 稅法律主義"
59,686,"所謂的「 因人而異」而為的差別待遇 (personenbezogene Ungleichbehandlung ) 是指針對〉 去規 適用的年齡、 身分、 教育背景及職業別等， 而差別之 待 遇 。 這是最容易造成侵犯平等權的類型， 應當適用 嚴格的標準， 這是以正義觀來判斷規範差"
60,670,"而異」的立法差別待遇審查基準， 並無差異。 不 過 ， 本號解釋的標的， 既然是立法者的租稅優 惠政策， 基本上任何立法者所欲追求的目的， 都很容 易符合「 合憲」的要求。 要跨過此一「 合憲目的」之 門檻， 極為容易。 前已述及， 租稅的減免法制， 是高 度的立法形成權範圍， "
61,683,"事 實 ， 是否宜應當給予同樣享受減除額之優惠？對於 這種矛盾現象， 立法者未能提出任何區別對待的理 由 。 很明顯的， 上述立法者的推估， 不盡理智， 而經 不起檢驗。系爭規定應當以「 確實不能謀生」作為扶 養減除額的唯一要件即可。 捨此重大之要件而不見， 顯然是違反「 一般正"
62,621,"務 ， 固然民法已有一定之扶養順序， 但稅法可以進一 步鼓勵納稅義務人主動且積極地承擔起扶養無力謀生 家屬之任務（ 而非義務） 。 這是一個值得喝采的立法積 極作為， 可以對善良風俗的延續、 淳厚民風之闡揚， 發揮莫大的誘因！ 不僅在社會政策方面， 經濟政策亦 同 ， 立法者可以"
63,630,"關 於 「 家」的制度， 民法已經有了極為明確之概 念 。 立法者不宜在租稅法的領域 内 ， 另創新的「 家」 之制度。故租稅法領域應當與民法體系都有同樣的 「 家」的制度。 其關於「 家」的概念， 以及家長與家 屬之定義， 亦同。 本院釋字第四一五號解釋理由書中， 亦對此一問 "
