pdf_page,chars,preview
57,723,"第五項 全部同意 ( 第五項 許大法官宗力、蔡大法官烱燉、 無 ( 第五項 全部同意 全部不同意 ( 第五項 許大法官宗力、蔡大法官烱燉、 張大法官瓊文、詹大法官森林、 ( 第五項 許大法官宗力、蔡大法官烱燉、 無 七 ) 八 九 十 黃大法官昭元、謝大法官銘洋、 呂大法官太郎、"
58,705,"( 許大法官志雄、張大法官瓊文、 第五項 全部同意 ( 第五項 許大法官宗力、蔡大法官烱燉、 無 ( 第五項 許大法官宗力、蔡大法官烱燉、 無 ( 第五項 許大法官宗力、蔡大法官烱燉、 無 ( 第六項 許大法官宗力、蔡大法官烱燉、 呂大法官太郎 ( 十一 ) 十二 十三 十四 十"
59,791,"第六項 許大法官宗力、蔡大法官烱燉、 尤大法官伯祥（全部違憲） ( 第六項 許大法官宗力、蔡大法官烱燉、 無 ( 第六項 許大法官宗力、蔡大法官烱燉、 尤大法官伯祥（全部違憲） ( 第六項 許大法官宗力、蔡大法官烱燉、 無 ( 第六項 許大法官宗力、蔡大法官烱燉、 張大法官瓊文、"
60,461,"第六項 許大法官宗力、蔡大法官烱燉、 無 ( 第七項 全部同意 全部不同意 第八項 全部同意 八 ) 31 條外） 條） 許大法官志雄、張大法官瓊文、 黃大法官瑞明、詹大法官森林 黃大法官昭元、謝大法官銘洋、 呂大法官太 郎、楊大法官惠欽、 蔡大法官宗珍、蔡大法官彩貞、 朱大法官"
61,500,"意見書 1 . 黃大法官瑞明提出 協同 意見書 。 2 . 許大法官志雄提出 ， 黃大法官昭元加入、謝大法官銘洋、尤大法官伯 祥均加入「貳」部分 之 部分協同、部分不同意見書 。 3 . 張大法官瓊文提出 ， 蔡大法官彩貞、朱大法官富美均加入「四」部分 之 部分協同、部分不同意見"
62,557,"附表一：聲請人一姓名及住居所 編號 聲請人 住址 1 柯建銘 設台北市中正區中山南路 2 王世堅 同上 3 王定宇 同上 4 王美惠 同上 5 伍麗華 aidhai ‧ Tahovecahe 同上 6 何欣純 同上 7 吳沛憶 同上 8 吳秉叡 同上 9 吳思瑤 同上 10 吳琪"
63,959,"附表二：各聲請人及相關機關言詞辯論 要 旨 當事人 言詞辯論要旨 聲請人一、 系爭增修條文 及系爭刑法條文 （下合稱系爭規定） 之立 法程序 （下合稱系爭立法程序） ，有明顯重大瑕疵而違 憲，不生立法效力 1. 系爭立法 程序 未有實質審議：系爭 規定 於 審議階段皆未經逐條討論"
64,959,"首長及公務員移送彈劾或懲戒 權 ， 已侵害行政特權 及監察院之憲法上權限，違反權力分立原則。 4. 被質詢人不得缺席規定未排除有正當理由情形 ， 縱有 ， 其仍可能經表決而被認為係 「未經同意缺席」 而遭裁罰 或連續罰 , 且相關裁 罰規定又未區分違規情節，均已違 反比例原則。 "
65,973,"正當法律程序 ， 侵害人民不表意自由 、 行動自由及隱私 權等基本權 1. 立法院無屬獨立權能之聽證權 ，第 定之制定、 課予 「社會上有關係人員」 有出席聽證會義 務， 賦予 立法院得逕就虛偽陳述之官員移送彈劾或懲 戒， 均 逾越 立法權 憲法 上 權限，違反權力分立。 2. "
66,1013,"三、 人事同意權之行使部分 ： 職權行使法第 2 9 3 0 之 1 法機關忠誠 義務 、 逾越人事同意權行使必要範圍 ， 侵害 被提名人不表意自由及資訊隱私權 1. 第 29 3 審查權 ， 違反民主正當性 ； 又第三人之 參與非限 於例外 情形 ， 其所應具備之資格 、 其 "
