pdf_page,chars,preview
86,721,"決策過程充分公開、透明，使國民 有機會表達不同意 見，以強化決策之民意基礎，並得 加以監督，以利政 治責任之追究。此一原則對於以反 映民意行使立法權 及代表人民監督政府為主要憲政功 能之國會，尤其重 要（註一）。 2. 修憲應採高度國民參加原則 憲法修改又因攸關憲政秩序之安定及國"
87,709,"表達及實現其有關憲法修改之意見 ，並於再次選舉時 檢驗候選人之「可代表性」，甚至 於必要時，藉任期 中之罷免來追究違反委任之政治責 任。就此大院於釋 字第四 ０ 一號解釋所闡明，以罷免為追究政治責任之 法理，及更早於釋字第三一號解 釋所闡明，全國不 分區中央民意代表之公職須依附於"
88,718,"有關修憲案應經何種讀會及各次讀會之出席及議 決人數，依 大院釋字第 三八一號解釋，係屬議會自 律事項，國民大會議事規則依各國會通例，使修憲 案第一讀會僅由提案人說明要旨， 經大體討論即付委 審查（第四十六條），第二讀會將 審竣提案廣泛討論 後再逐條討論議決（第四十七條） ，第三讀"
89,703,"1. 修憲程序嚴重違反憲法精神 從我國憲法第一條宣示之民主共和國原則、第二 條宣示之國民主權原則及第十七條 人民享有四種政權 之宣示即知，國民參加與責任政治 在我國憲法上之特 殊意義。憲法第二十五條、第二十 七條及第一百七十 四條雖使國民對憲法修改之創制、 複決不得不由國民 大會"
90,744,"雖未如少數國家憲法對修憲範圍、 內容或修憲權明定 限制（註四），但學者多基於修憲 不同於制憲，尚須 受限於憲法基本決定（即所謂「憲 章」）之理論，認 為逾越此一界限即屬憲法之破毀（ Verfasungsdu-rchbrechung ）（註五），惟對於憲法 未明定時，默示界限究竟為"
91,736,"體」，其實皆可導出，殊無可疑。 就整體人類發展而 言，此一將民主憲政絕對化之理念 於民主與共產對峙 時，或尚有質疑者，至本世紀末期 ，民主化殆已成為 全球共同趨勢，學者福山（ Fukuyama ）「歷史終結」 之說可為註腳。此所以 大院對於修憲條文之審查雖 向持戒慎立場（註八），"
92,709,"2. 定期改選確立人民主動地位 再從民主政治賦予人民主動地位（ status activus ） 而言，人民不僅應有選擇統治者之 權，尚有參與選舉 成為統治者一部分之權，亦為憲法 第十七條選舉權所 涵蓋，此所以大院有關人民參選權 之解釋，從釋字第 二九 ０ 號、第三四 ０ 號至第"
93,912,"2. 人民選舉權損害將難以填補 延任同時亦將造成全體國民之選舉及參選權受損 ，任期調整若自下屆開始，則至少 理論上選民之選舉 權未立即受損，若不同意延長，亦 有機會藉選舉權之 行使達到再調整之目的。延長當屆 任期，實無異契約 一方於終止前片面延長契約，剝奪 人民另選他人或自 己投"
94,842,"，僅於人事任命案採祕密投票； 我國會議規範第五十五條第 二項亦規定：「投票表決，除對 人之表決應採無記名投票外 ，對事之表決，以記名為原則」 。議事規則特別針對憲法修 改規定採記名方式者，則有大韓民國會法第一 ０ 五條。 註三：我國憲法除於第一百二十九條規定選舉以無記名投票為原則"
95,544,"十六年，頁一七九以下。 註七：如林紀東仍肯定修憲界限理論，僅懷疑憲法若未明示必起爭 議，前註，頁三九 ０ ；陳新民亦傾向國體、政體不得修改， 前註，頁八二八；黃昭元所反對 者也限於默示修憲界限，前 註，頁二三。 註八：近年曾兩度以程序理由駁回有關憲法條文違憲之聲請解釋案 ，參照司"
96,77,"陳學聖 饒穎奇 黃顯洲 曾振農 邱創良 鍾紹和 郭廷才 王令麟 陳健治 陳鴻基 曾華德 許舒博 蔡中涵 中華民國八十八年十一月十八日 （本聲請書附件略）"
